organization_id,line_code,planned_vehicle_prefix,planned_departure,planned_arrival,block_code,shift
${ORG_ID},514,V005,2025-09-23T17:00:00-03:00,2025-09-23T17:45:00-03:00,B3,pico_tarde
${ORG_ID},514,V006,2025-09-23T17:15:00-03:00,2025-09-23T18:00:00-03:00,B3,pico_tarde
${ORG_ID},514,V007,2025-09-23T17:30:00-03:00,2025-09-23T18:15:00-03:00,B3,pico_tarde
${ORG_ID},514,V008,2025-09-23T17:45:00-03:00,2025-09-23T18:30:00-03:00,B3,pico_tarde
${ORG_ID},514,V009,2025-09-23T18:00:00-03:00,2025-09-23T18:45:00-03:00,B3,pico_tarde
${ORG_ID},514,V010,2025-09-23T18:15:00-03:00,2025-09-23T19:00:00-03:00,B3,pico_tarde
${ORG_ID},514,V001,2025-09-23T18:30:00-03:00,2025-09-23T19:15:00-03:00,B3,pico_tarde
${ORG_ID},514,V002,2025-09-23T18:45:00-03:00,2025-09-23T19:30:00-03:00,B3,pico_tarde
${ORG_ID},514,V003,2025-09-23T19:00:00-03:00,2025-09-23T19:45:00-03:00,B4,noite
${ORG_ID},514,V004,2025-09-23T19:30:00-03:00,2025-09-23T20:15:00-03:00,B4,noite
${ORG_ID},514,V005,2025-09-23T20:00:00-03:00,2025-09-23T20:45:00-03:00,B4,noite
${ORG_ID},514,V006,2025-09-23T20:30:00-03:00,2025-09-23T21:15:00-03:00,B4,noite
${ORG_ID},514,V007,2025-09-23T21:00:00-03:00,2025-09-23T21:45:00-03:00,B4,noite
${ORG_ID},514,V008,2025-09-23T21:30:00-03:00,2025-09-23T22:15:00-03:00,B4,noite
${ORG_ID},516,V009,2025-09-23T06:00:00-03:00,2025-09-23T06:45:00-03:00,B1,pico_manha
${ORG_ID},516,V010,2025-09-23T06:15:00-03:00,2025-09-23T07:00:00-03:00,B1,pico_manha
${ORG_ID},516,V001,2025-09-23T06:30:00-03:00,2025-09-23T07:15:00-03:00,B1,pico_manha
${ORG_ID},516,V002,2025-09-23T06:45:00-03:00,2025-09-23T07:30:00-03:00,B1,pico_manha
${ORG_ID},516,V003,2025-09-23T07:00:00-03:00,2025-09-23T07:45:00-03:00,B1,pico_manha
${ORG_ID},516,V004,2025-09-23T07:15:00-03:00,2025-09-23T08:00:00-03:00,B1,pico_manha
${ORG_ID},516,V005,2025-09-23T07:30:00-03:00,2025-09-23T08:15:00-03:00,B1,pico_manha
${ORG_ID},516,V006,2025-09-23T07:45:00-03:00,2025-09-23T08:30:00-03:00,B1,pico_manha
${ORG_ID},516,V007,2025-09-23T08:00:00-03:00,2025-09-23T08:45:00-03:00,B1,pico_manha
${ORG_ID},516,V008,2025-09-23T08:15:00-03:00,2025-09-23T09:00:00-03:00,B1,pico_manha
${ORG_ID},516,V009,2025-09-23T08:30:00-03:00,2025-09-23T09:15:00-03:00,B1,pico_manha
${ORG_ID},516,V010,2025-09-23T08:45:00-03:00,2025-09-23T09:30:00-03:00,B1,pico_manha
${ORG_ID},516,V001,2025-09-23T09:00:00-03:00,2025-09-23T09:45:00-03:00,B2,entrepico
${ORG_ID},516,V002,2025-09-23T09:30:00-03:00,2025-09-23T10:15:00-03:00,B2,entrepico
${ORG_ID},516,V003,2025-09-23T10:00:00-03:00,2025-09-23T10:45:00-03:00,B2,entrepico
${ORG_ID},516,V004,2025-09-23T10:30:00-03:00,2025-09-23T11:15:00-03:00,B2,entrepico
${ORG_ID},516,V005,2025-09-23T11:00:00-03:00,2025-09-23T11:45:00-03:00,B2,entrepico
${ORG_ID},516,V006,2025-09-23T11:30:00-03:00,2025-09-23T12:15:00-03:00,B2,entrepico
${ORG_ID},516,V007,2025-09-23T12:00:00-03:00,2025-09-23T12:45:00-03:00,B2,entrepico
${ORG_ID},516,V008,2025-09-23T12:30:00-03:00,2025-09-23T13:15:00-03:00,B2,entrepico
${ORG_ID},516,V009,2025-09-23T13:00:00-03:00,2025-09-23T13:45:00-03:00,B2,entrepico
${ORG_ID},516,V010,2025-09-23T13:30:00-03:00,2025-09-23T14:15:00-03:00,B2,entrepico
${ORG_ID},516,V001,2025-09-23T14:00:00-03:00,2025-09-23T14:45:00-03:00,B2,entrepico
${ORG_ID},516,V002,2025-09-23T14:30:00-03:00,2025-09-23T15:15:00-03:00,B2,entrepico
${ORG_ID},516,V003,2025-09-23T15:00:00-03:00,2025-09-23T15:45:00-03:00,B2,entrepico
${ORG_ID},516,V004,2025-09-23T15:30:00-03:00,2025-09-23T16:15:00-03:00,B2,entrepico
${ORG_ID},516,V005,2025-09-23T16:00:00-03:00,2025-09-23T16:45:00-03:00,B3,pico_tarde
${ORG_ID},516,V006,2025-09-23T16:15:00-03:00,2025-09-23T17:00:00-03:00,B3,pico_tarde
${ORG_ID},516,V007,2025-09-23T16:30:00-03:00,2025-09-23T17:15:00-03:00,B3,pico_tarde
${ORG_ID},516,V008,2025-09-23T16:45:00-03:00,2025-09-23T17:30:00-03:00,B3,pico_tarde
${ORG_ID},516,V009,2025-09-23T17:00:00-03:00,2025-09-23T17:45:00-03:00,B3,pico_tarde
${ORG_ID},516,V010,2025-09-23T17:15:00-03:00,2025-09-23T18:00:00-03:00,B3,pico_tarde
${ORG_ID},516,V001,2025-09-23T17:30:00-03:00,2025-09-23T18:15:00-03:00,B3,pico_tarde
${ORG_ID},516,V002,2025-09-23T17:45:00-03:00,2025-09-23T18:30:00-03:00,B3,pico_tarde
${ORG_ID},516,V003,2025-09-23T18:00:00-03:00,2025-09-23T18:45:00-03:00,B3,pico_tarde
${ORG_ID},516,V004,2025-09-23T18:15:00-03:00,2025-09-23T19:00:00-03:00,B3,pico_tarde
${ORG_ID},516,V005,2025-09-23T18:30:00-03:00,2025-09-23T19:15:00-03:00,B3,pico_tarde
${ORG_ID},516,V006,2025-09-23T18:45:00-03:00,2025-09-23T19:30:00-03:00,B3,pico_tarde
${ORG_ID},516,V007,2025-09-23T19:00:00-03:00,2025-09-23T19:45:00-03:00,B4,noite
${ORG_ID},516,V008,2025-09-23T19:30:00-03:00,2025-09-23T20:15:00-03:00,B4,noite
${ORG_ID},516,V009,2025-09-23T20:00:00-03:00,2025-09-23T20:45:00-03:00,B4,noite
${ORG_ID},516,V010,2025-09-23T20:30:00-03:00,2025-09-23T21:15:00-03:00,B4,noite
${ORG_ID},516,V001,2025-09-23T21:00:00-03:00,2025-09-23T21:45:00-03:00,B4,noite
${ORG_ID},516,V002,2025-09-23T21:30:00-03:00,2025-09-23T22:15:00-03:00,B4,noite
${ORG_ID},518,V003,2025-09-23T06:00:00-03:00,2025-09-23T06:45:00-03:00,B1,pico_manha
${ORG_ID},518,V004,2025-09-23T06:15:00-03:00,2025-09-23T07:00:00-03:00,B1,pico_manha
${ORG_ID},518,V005,2025-09-23T06:30:00-03:00,2025-09-23T07:15:00-03:00,B1,pico_manha
${ORG_ID},518,V006,2025-09-23T06:45:00-03:00,2025-09-23T07:30:00-03:00,B1,pico_manha
${ORG_ID},518,V007,2025-09-23T07:00:00-03:00,2025-09-23T07:45:00-03:00,B1,pico_manha
${ORG_ID},518,V008,2025-09-23T07:15:00-03:00,2025-09-23T08:00:00-03:00,B1,pico_manha
${ORG_ID},518,V009,2025-09-23T07:30:00-03:00,2025-09-23T08:15:00-03:00,B1,pico_manha
${ORG_ID},518,V010,2025-09-23T07:45:00-03:00,2025-09-23T08:30:00-03:00,B1,pico_manha
${ORG_ID},518,V001,2025-09-23T08:00:00-03:00,2025-09-23T08:45:00-03:00,B1,pico_manha
${ORG_ID},518,V002,2025-09-23T08:15:00-03:00,2025-09-23T09:00:00-03:00,B1,pico_manha
${ORG_ID},518,V003,2025-09-23T08:30:00-03:00,2025-09-23T09:15:00-03:00,B1,pico_manha
${ORG_ID},518,V004,2025-09-23T08:45:00-03:00,2025-09-23T09:30:00-03:00,B1,pico_manha
${ORG_ID},518,V005,2025-09-23T09:00:00-03:00,2025-09-23T09:45:00-03:00,B2,entrepico
${ORG_ID},518,V006,2025-09-23T09:30:00-03:00,2025-09-23T10:15:00-03:00,B2,entrepico
${ORG_ID},518,V007,2025-09-23T10:00:00-03:00,2025-09-23T10:45:00-03:00,B2,entrepico
${ORG_ID},518,V008,2025-09-23T10:30:00-03:00,2025-09-23T11:15:00-03:00,B2,entrepico
${ORG_ID},518,V009,2025-09-23T11:00:00-03:00,2025-09-23T11:45:00-03:00,B2,entrepico
${ORG_ID},518,V010,2025-09-23T11:30:00-03:00,2025-09-23T12:15:00-03:00,B2,entrepico
${ORG_ID},518,V001,2025-09-23T12:00:00-03:00,2025-09-23T12:45:00-03:00,B2,entrepico
${ORG_ID},518,V002,2025-09-23T12:30:00-03:00,2025-09-23T13:15:00-03:00,B2,entrepico
${ORG_ID},518,V003,2025-09-23T13:00:00-03:00,2025-09-23T13:45:00-03:00,B2,entrepico
${ORG_ID},518,V004,2025-09-23T13:30:00-03:00,2025-09-23T14:15:00-03:00,B2,entrepico
${ORG_ID},518,V005,2025-09-23T14:00:00-03:00,2025-09-23T14:45:00-03:00,B2,entrepico
${ORG_ID},518,V006,2025-09-23T14:30:00-03:00,2025-09-23T15:15:00-03:00,B2,entrepico
${ORG_ID},518,V007,2025-09-23T15:00:00-03:00,2025-09-23T15:45:00-03:00,B2,entrepico
${ORG_ID},518,V008,2025-09-23T15:30:00-03:00,2025-09-23T16:15:00-03:00,B2,entrepico
${ORG_ID},518,V009,2025-09-23T16:00:00-03:00,2025-09-23T16:45:00-03:00,B3,pico_tarde
${ORG_ID},518,V010,2025-09-23T16:15:00-03:00,2025-09-23T17:00:00-03:00,B3,pico_tarde
${ORG_ID},518,V001,2025-09-23T16:30:00-03:00,2025-09-23T17:15:00-03:00,B3,pico_tarde
${ORG_ID},518,V002,2025-09-23T16:45:00-03:00,2025-09-23T17:30:00-03:00,B3,pico_tarde
${ORG_ID},518,V003,2025-09-23T17:00:00-03:00,2025-09-23T17:45:00-03:00,B3,pico_tarde
${ORG_ID},518,V004,2025-09-23T17:15:00-03:00,2025-09-23T18:00:00-03:00,B3,pico_tarde
${ORG_ID},518,V005,2025-09-23T17:30:00-03:00,2025-09-23T18:15:00-03:00,B3,pico_tarde
${ORG_ID},518,V006,2025-09-23T17:45:00-03:00,2025-09-23T18:30:00-03:00,B3,pico_tarde
${ORG_ID},518,V007,2025-09-23T18:00:00-03:00,2025-09-23T18:45:00-03:00,B3,pico_tarde
${ORG_ID},518,V008,2025-09-23T18:15:00-03:00,2025-09-23T19:00:00-03:00,B3,pico_tarde
${ORG_ID},518,V009,2025-09-23T18:30:00-03:00,2025-09-23T19:15:00-03:00,B3,pico_tarde
${ORG_ID},518,V010,2025-09-23T18:45:00-03:00,2025-09-23T19:30:00-03:00,B3,pico_tarde
${ORG_ID},518,V001,2025-09-23T19:00:00-03:00,2025-09-23T19:45:00-03:00,B4,noite
${ORG_ID},518,V002,2025-09-23T19:30:00-03:00,2025-09-23T20:15:00-03:00,B4,noite
${ORG_ID},518,V003,2025-09-23T20:00:00-03:00,2025-09-23T20:45:00-03:00,B4,noite
${ORG_ID},518,V004,2025-09-23T20:30:00-03:00,2025-09-23T21:15:00-03:00,B4,noite
${ORG_ID},518,V005,2025-09-23T21:00:00-03:00,2025-09-23T21:45:00-03:00,B4,noite
${ORG_ID},518,V006,2025-09-23T21:30:00-03:00,2025-09-23T22:15:00-03:00,B4,noite
${ORG_ID},519,V007,2025-09-23T06:00:00-03:00,2025-09-23T06:45:00-03:00,B1,pico_manha
${ORG_ID},519,V008,2025-09-23T06:15:00-03:00,2025-09-23T07:00:00-03:00,B1,pico_manha
${ORG_ID},519,V009,2025-09-23T06:30:00-03:00,2025-09-23T07:15:00-03:00,B1,pico_manha
${ORG_ID},519,V010,2025-09-23T06:45:00-03:00,2025-09-23T07:30:00-03:00,B1,pico_manha
${ORG_ID},519,V001,2025-09-23T07:00:00-03:00,2025-09-23T07:45:00-03:00,B1,pico_manha
${ORG_ID},519,V002,2025-09-23T07:15:00-03:00,2025-09-23T08:00:00-03:00,B1,pico_manha
${ORG_ID},519,V003,2025-09-23T07:30:00-03:00,2025-09-23T08:15:00-03:00,B1,pico_manha
${ORG_ID},519,V004,2025-09-23T07:45:00-03:00,2025-09-23T08:30:00-03:00,B1,pico_manha
${ORG_ID},519,V005,2025-09-23T08:00:00-03:00,2025-09-23T08:45:00-03:00,B1,pico_manha
${ORG_ID},519,V006,2025-09-23T08:15:00-03:00,2025-09-23T09:00:00-03:00,B1,pico_manha
${ORG_ID},519,V007,2025-09-23T08:30:00-03:00,2025-09-23T09:15:00-03:00,B1,pico_manha
${ORG_ID},519,V008,2025-09-23T08:45:00-03:00,2025-09-23T09:30:00-03:00,B1,pico_manha
${ORG_ID},519,V009,2025-09-23T09:00:00-03:00,2025-09-23T09:45:00-03:00,B2,entrepico
${ORG_ID},519,V010,2025-09-23T09:30:00-03:00,2025-09-23T10:15:00-03:00,B2,entrepico
${ORG_ID},519,V001,2025-09-23T10:00:00-03:00,2025-09-23T10:45:00-03:00,B2,entrepico
${ORG_ID},519,V002,2025-09-23T10:30:00-03:00,2025-09-23T11:15:00-03:00,B2,entrepico
${ORG_ID},519,V003,2025-09-23T11:00:00-03:00,2025-09-23T11:45:00-03:00,B2,entrepico
${ORG_ID},519,V004,2025-09-23T11:30:00-03:00,2025-09-23T12:15:00-03:00,B2,entrepico
${ORG_ID},519,V005,2025-09-23T12:00:00-03:00,2025-09-23T12:45:00-03:00,B2,entrepico
${ORG_ID},519,V006,2025-09-23T12:30:00-03:00,2025-09-23T13:15:00-03:00,B2,entrepico
${ORG_ID},519,V007,2025-09-23T13:00:00-03:00,2025-09-23T13:45:00-03:00,B2,entrepico
${ORG_ID},519,V008,2025-09-23T13:30:00-03:00,2025-09-23T14:15:00-03:00,B2,entrepico
${ORG_ID},519,V009,2025-09-23T14:00:00-03:00,2025-09-23T14:45:00-03:00,B2,entrepico
${ORG_ID},519,V010,2025-09-23T14:30:00-03:00,2025-09-23T15:15:00-03:00,B2,entrepico
${ORG_ID},519,V001,2025-09-23T15:00:00-03:00,2025-09-23T15:45:00-03:00,B2,entrepico
${ORG_ID},519,V002,2025-09-23T15:30:00-03:00,2025-09-23T16:15:00-03:00,B2,entrepico
${ORG_ID},519,V003,2025-09-23T16:00:00-03:00,2025-09-23T16:45:00-03:00,B3,pico_tarde
${ORG_ID},519,V004,2025-09-23T16:15:00-03:00,2025-09-23T17:00:00-03:00,B3,pico_tarde
${ORG_ID},519,V005,2025-09-23T16:30:00-03:00,2025-09-23T17:15:00-03:00,B3,pico_tarde
${ORG_ID},519,V006,2025-09-23T16:45:00-03:00,2025-09-23T17:30:00-03:00,B3,pico_tarde
${ORG_ID},519,V007,2025-09-23T17:00:00-03:00,2025-09-23T17:45:00-03:00,B3,pico_tarde
${ORG_ID},519,V008,2025-09-23T17:15:00-03:00,2025-09-23T18:00:00-03:00,B3,pico_tarde
${ORG_ID},519,V009,2025-09-23T17:30:00-03:00,2025-09-23T18:15:00-03:00,B3,pico_tarde
${ORG_ID},519,V010,2025-09-23T17:45:00-03:00,2025-09-23T18:30:00-03:00,B3,pico_tarde
${ORG_ID},519,V001,2025-09-23T18:00:00-03:00,2025-09-23T18:45:00-03:00,B3,pico_tarde
${ORG_ID},519,V002,2025-09-23T18:15:00-03:00,2025-09-23T19:00:00-03:00,B3,pico_tarde
${ORG_ID},519,V003,2025-09-23T18:30:00-03:00,2025-09-23T19:15:00-03:00,B3,pico_tarde
${ORG_ID},519,V004,2025-09-23T18:45:00-03:00,2025-09-23T19:30:00-03:00,B3,pico_tarde
${ORG_ID},519,V005,2025-09-23T19:00:00-03:00,2025-09-23T19:45:00-03:00,B4,noite
${ORG_ID},519,V006,2025-09-23T19:30:00-03:00,2025-09-23T20:15:00-03:00,B4,noite
${ORG_ID},519,V007,2025-09-23T20:00:00-03:00,2025-09-23T20:45:00-03:00,B4,noite
${ORG_ID},519,V008,2025-09-23T20:30:00-03:00,2025-09-23T21:15:00-03:00,B4,noite
${ORG_ID},519,V009,2025-09-23T21:00:00-03:00,2025-09-23T21:45:00-03:00,B4,noite
${ORG_ID},519,V010,2025-09-23T21:30:00-03:00,2025-09-23T22:15:00-03:00,B4,noite
${ORG_ID},519B,V001,2025-09-23T06:00:00-03:00,2025-09-23T06:45:00-03:00,B1,pico_manha
${ORG_ID},519B,V002,2025-09-23T06:15:00-03:00,2025-09-23T07:00:00-03:00,B1,pico_manha
${ORG_ID},519B,V003,2025-09-23T06:30:00-03:00,2025-09-23T07:15:00-03:00,B1,pico_manha
${ORG_ID},519B,V004,2025-09-23T06:45:00-03:00,2025-09-23T07:30:00-03:00,B1,pico_manha
${ORG_ID},519B,V005,2025-09-23T07:00:00-03:00,2025-09-23T07:45:00-03:00,B1,pico_manha
${ORG_ID},519B,V006,2025-09-23T07:15:00-03:00,2025-09-23T08:00:00-03:00,B1,pico_manha
${ORG_ID},519B,V007,2025-09-23T07:30:00-03:00,2025-09-23T08:15:00-03:00,B1,pico_manha
${ORG_ID},519B,V008,2025-09-23T07:45:00-03:00,2025-09-23T08:30:00-03:00,B1,pico_manha
${ORG_ID},519B,V009,2025-09-23T08:00:00-03:00,2025-09-23T08:45:00-03:00,B1,pico_manha
${ORG_ID},519B,V010,2025-09-23T08:15:00-03:00,2025-09-23T09:00:00-03:00,B1,pico_manha
${ORG_ID},519B,V001,2025-09-23T08:30:00-03:00,2025-09-23T09:15:00-03:00,B1,pico_manha
${ORG_ID},519B,V002,2025-09-23T08:45:00-03:00,2025-09-23T09:30:00-03:00,B1,pico_manha
${ORG_ID},519B,V003,2025-09-23T09:00:00-03:00,2025-09-23T09:45:00-03:00,B2,entrepico
${ORG_ID},519B,V004,2025-09-23T09:30:00-03:00,2025-09-23T10:15:00-03:00,B2,entrepico
${ORG_ID},519B,V005,2025-09-23T10:00:00-03:00,2025-09-23T10:45:00-03:00,B2,entrepico
${ORG_ID},519B,V006,2025-09-23T10:30:00-03:00,2025-09-23T11:15:00-03:00,B2,entrepico
${ORG_ID},519B,V007,2025-09-23T11:00:00-03:00,2025-09-23T11:45:00-03:00,B2,entrepico
${ORG_ID},519B,V008,2025-09-23T11:30:00-03:00,2025-09-23T12:15:00-03:00,B2,entrepico
${ORG_ID},519B,V009,2025-09-23T12:00:00-03:00,2025-09-23T12:45:00-03:00,B2,entrepico
${ORG_ID},519B,V010,2025-09-23T12:30:00-03:00,2025-09-23T13:15:00-03:00,B2,entrepico
${ORG_ID},519B,V001,2025-09-23T13:00:00-03:00,2025-09-23T13:45:00-03:00,B2,entrepico
${ORG_ID},519B,V002,2025-09-23T13:30:00-03:00,2025-09-23T14:15:00-03:00,B2,entrepico
${ORG_ID},519B,V003,2025-09-23T14:00:00-03:00,2025-09-23T14:45:00-03:00,B2,entrepico
${ORG_ID},519B,V004,2025-09-23T14:30:00-03:00,2025-09-23T15:15:00-03:00,B2,entrepico
${ORG_ID},519B,V005,2025-09-23T15:00:00-03:00,2025-09-23T15:45:00-03:00,B2,entrepico
${ORG_ID},519B,V006,2025-09-23T15:30:00-03:00,2025-09-23T16:15:00-03:00,B2,entrepico
${ORG_ID},519B,V007,2025-09-23T16:00:00-03:00,2025-09-23T16:45:00-03:00,B3,pico_tarde
${ORG_ID},519B,V008,2025-09-23T16:15:00-03:00,2025-09-23T17:00:00-03:00,B3,pico_tarde
${ORG_ID},519B,V009,2025-09-23T16:30:00-03:00,2025-09-23T17:15:00-03:00,B3,pico_tarde
${ORG_ID},519B,V010,2025-09-23T16:45:00-03:00,2025-09-23T17:30:00-03:00,B3,pico_tarde
${ORG_ID},519B,V001,2025-09-23T17:00:00-03:00,2025-09-23T17:45:00-03:00,B3,pico_tarde
${ORG_ID},519B,V002,2025-09-23T17:15:00-03:00,2025-09-23T18:00:00-03:00,B3,pico_tarde
${ORG_ID},519B,V003,2025-09-23T17:30:00-03:00,2025-09-23T18:15:00-03:00,B3,pico_tarde
${ORG_ID},519B,V004,2025-09-23T17:45:00-03:00,2025-09-23T18:30:00-03:00,B3,pico_tarde
${ORG_ID},519B,V005,2025-09-23T18:00:00-03:00,2025-09-23T18:45:00-03:00,B3,pico_tarde
${ORG_ID},519B,V006,2025-09-23T18:15:00-03:00,2025-09-23T19:00:00-03:00,B3,pico_tarde
${ORG_ID},519B,V007,2025-09-23T18:30:00-03:00,2025-09-23T19:15:00-03:00,B3,pico_tarde
${ORG_ID},519B,V008,2025-09-23T18:45:00-03:00,2025-09-23T19:30:00-03:00,B3,pico_tarde
${ORG_ID},519B,V009,2025-09-23T19:00:00-03:00,2025-09-23T19:45:00-03:00,B4,noite
${ORG_ID},519B,V010,2025-09-23T19:30:00-03:00,2025-09-23T20:15:00-03:00,B4,noite
${ORG_ID},519B,V001,2025-09-23T20:00:00-03:00,2025-09-23T20:45:00-03:00,B4,noite
${ORG_ID},519B,V002,2025-09-23T20:30:00-03:00,2025-09-23T21:15:00-03:00,B4,noite
${ORG_ID},519B,V003,2025-09-23T21:00:00-03:00,2025-09-23T21:45:00-03:00,B4,noite
${ORG_ID},519B,V004,2025-09-23T21:30:00-03:00,2025-09-23T22:15:00-03:00,B4,noite
${ORG_ID},520,V005,2025-09-23T06:00:00-03:00,2025-09-23T06:45:00-03:00,B1,pico_manha
${ORG_ID},520,V006,2025-09-23T06:15:00-03:00,2025-09-23T07:00:00-03:00,B1,pico_manha
${ORG_ID},520,V007,2025-09-23T06:30:00-03:00,2025-09-23T07:15:00-03:00,B1,pico_manha
${ORG_ID},520,V008,2025-09-23T06:45:00-03:00,2025-09-23T07:30:00-03:00,B1,pico_manha
${ORG_ID},520,V009,2025-09-23T07:00:00-03:00,2025-09-23T07:45:00-03:00,B1,pico_manha
${ORG_ID},520,V010,2025-09-23T07:15:00-03:00,2025-09-23T08:00:00-03:00,B1,pico_manha
${ORG_ID},520,V001,2025-09-23T07:30:00-03:00,2025-09-23T08:15:00-03:00,B1,pico_manha
${ORG_ID},520,V002,2025-09-23T07:45:00-03:00,2025-09-23T08:30:00-03:00,B1,pico_manha
${ORG_ID},520,V003,2025-09-23T08:00:00-03:00,2025-09-23T08:45:00-03:00,B1,pico_manha
${ORG_ID},520,V004,2025-09-23T08:15:00-03:00,2025-09-23T09:00:00-03:00,B1,pico_manha
${ORG_ID},520,V005,2025-09-23T08:30:00-03:00,2025-09-23T09:15:00-03:00,B1,pico_manha
${ORG_ID},520,V006,2025-09-23T08:45:00-03:00,2025-09-23T09:30:00-03:00,B1,pico_manha
${ORG_ID},520,V007,2025-09-23T09:00:00-03:00,2025-09-23T09:45:00-03:00,B2,entrepico
${ORG_ID},520,V008,2025-09-23T09:30:00-03:00,2025-09-23T10:15:00-03:00,B2,entrepico
${ORG_ID},520,V009,2025-09-23T10:00:00-03:00,2025-09-23T10:45:00-03:00,B2,entrepico
${ORG_ID},520,V010,2025-09-23T10:30:00-03:00,2025-09-23T11:15:00-03:00,B2,entrepico
${ORG_ID},520,V001,2025-09-23T11:00:00-03:00,2025-09-23T11:45:00-03:00,B2,entrepico
${ORG_ID},520,V002,2025-09-23T11:30:00-03:00,2025-09-23T12:15:00-03:00,B2,entrepico
${ORG_ID},520,V003,2025-09-23T12:00:00-03:00,2025-09-23T12:45:00-03:00,B2,entrepico
${ORG_ID},520,V004,2025-09-23T12:30:00-03:00,2025-09-23T13:15:00-03:00,B2,entrepico
${ORG_ID},520,V005,2025-09-23T13:00:00-03:00,2025-09-23T13:45:00-03:00,B2,entrepico
${ORG_ID},520,V006,2025-09-23T13:30:00-03:00,2025-09-23T14:15:00-03:00,B2,entrepico
${ORG_ID},520,V007,2025-09-23T14:00:00-03:00,2025-09-23T14:45:00-03:00,B2,entrepico
${ORG_ID},520,V008,2025-09-23T14:30:00-03:00,2025-09-23T15:15:00-03:00,B2,entrepico
${ORG_ID},520,V009,2025-09-23T15:00:00-03:00,2025-09-23T15:45:00-03:00,B2,entrepico
${ORG_ID},520,V010,2025-09-23T15:30:00-03:00,2025-09-23T16:15:00-03:00,B2,entrepico
${ORG_ID},520,V001,2025-09-23T16:00:00-03:00,2025-09-23T16:45:00-03:00,B3,pico_tarde
${ORG_ID},520,V002,2025-09-23T16:15:00-03:00,2025-09-23T17:00:00-03:00,B3,pico_tarde
${ORG_ID},520,V003,2025-09-23T16:30:00-03:00,2025-09-23T17:15:00-03:00,B3,pico_tarde
${ORG_ID},520,V004,2025-09-23T16:45:00-03:00,2025-09-23T17:30:00-03:00,B3,pico_tarde
${ORG_ID},520,V005,2025-09-23T17:00:00-03:00,2025-09-23T17:45:00-03:00,B3,pico_tarde
${ORG_ID},520,V006,2025-09-23T17:15:00-03:00,2025-09-23T18:00:00-03:00,B3,pico_tarde
${ORG_ID},520,V007,2025-09-23T17:30:00-03:00,2025-09-23T18:15:00-03:00,B3,pico_tarde
${ORG_ID},520,V008,2025-09-23T17:45:00-03:00,2025-09-23T18:30:00-03:00,B3,pico_tarde
${ORG_ID},520,V009,2025-09-23T18:00:00-03:00,2025-09-23T18:45:00-03:00,B3,pico_tarde
${ORG_ID},520,V010,2025-09-23T18:15:00-03:00,2025-09-23T19:00:00-03:00,B3,pico_tarde
${ORG_ID},520,V001,2025-09-23T18:30:00-03:00,2025-09-23T19:15:00-03:00,B3,pico_tarde
${ORG_ID},520,V002,2025-09-23T18:45:00-03:00,2025-09-23T19:30:00-03:00,B3,pico_tarde
${ORG_ID},520,V003,2025-09-23T19:00:00-03:00,2025-09-23T19:45:00-03:00,B4,noite
${ORG_ID},520,V004,2025-09-23T19:30:00-03:00,2025-09-23T20:15:00-03:00,B4,noite
${ORG_ID},520,V005,2025-09-23T20:00:00-03:00,2025-09-23T20:45:00-03:00,B4,noite
${ORG_ID},520,V006,2025-09-23T20:30:00-03:00,2025-09-23T21:15:00-03:00,B4,noite
${ORG_ID},520,V007,2025-09-23T21:00:00-03:00,2025-09-23T21:45:00-03:00,B4,noite
${ORG_ID},520,V008,2025-09-23T21:30:00-03:00,2025-09-23T22:15:00-03:00,B4,noite
${ORG_ID},501A,V009,2025-09-24T06:00:00-03:00,2025-09-24T06:45:00-03:00,B1,pico_manha
${ORG_ID},501A,V010,2025-09-24T06:15:00-03:00,2025-09-24T07:00:00-03:00,B1,pico_manha
${ORG_ID},501A,V001,2025-09-24T06:30:00-03:00,2025-09-24T07:15:00-03:00,B1,pico_manha
${ORG_ID},501A,V002,2025-09-24T06:45:00-03:00,2025-09-24T07:30:00-03:00,B1,pico_manha
${ORG_ID},501A,V003,2025-09-24T07:00:00-03:00,2025-09-24T07:45:00-03:00,B1,pico_manha
${ORG_ID},501A,V004,2025-09-24T07:15:00-03:00,2025-09-24T08:00:00-03:00,B1,pico_manha
${ORG_ID},501A,V005,2025-09-24T07:30:00-03:00,2025-09-24T08:15:00-03:00,B1,pico_manha
${ORG_ID},501A,V006,2025-09-24T07:45:00-03:00,2025-09-24T08:30:00-03:00,B1,pico_manha
${ORG_ID},501A,V007,2025-09-24T08:00:00-03:00,2025-09-24T08:45:00-03:00,B1,pico_manha
${ORG_ID},501A,V008,2025-09-24T08:15:00-03:00,2025-09-24T09:00:00-03:00,B1,pico_manha
${ORG_ID},501A,V009,2025-09-24T08:30:00-03:00,2025-09-24T09:15:00-03:00,B1,pico_manha
${ORG_ID},501A,V010,2025-09-24T08:45:00-03:00,2025-09-24T09:30:00-03:00,B1,pico_manha
${ORG_ID},501A,V001,2025-09-24T09:00:00-03:00,2025-09-24T09:45:00-03:00,B2,entrepico
${ORG_ID},501A,V002,2025-09-24T09:30:00-03:00,2025-09-24T10:15:00-03:00,B2,entrepico
${ORG_ID},501A,V003,2025-09-24T10:00:00-03:00,2025-09-24T10:45:00-03:00,B2,entrepico
${ORG_ID},501A,V004,2025-09-24T10:30:00-03:00,2025-09-24T11:15:00-03:00,B2,entrepico
